URLs
https://www.elespectador.com/web/20240515011547/https://www.elespectador.com/bogota/feminicidios-de-estefania-e-ingrid-llamado-a-romper-el-peligroso-silencio-bogota-noticias-hoy/
https://www.elespectador.com/web/20240515011547/https://www.elespectador.com/bogota/feminicidios-de-estefania-e-ingrid-llamado-a-romper-el-peligroso-silencio-bogota-noticias-hoy/#comments
https://www.elespectador.com/web/20240825073737/https://www.elespectador.com/judicial/condenan-a-mas-de-20-anos-a-hombre-por-tentativa-de-feminicidio-en-barrancabermeja/
https://www.elespectador.com/web/20240826165632/https://www.elespectador.com/judicial/condenan-a-mas-de-20-anos-a-hombre-por-tentativa-de-feminicidio-en-barrancabermeja/
https://www.elespectador.com/web/20240925190443/https://www.elespectador.com/colombia/barranquilla/tendero-le-disparo-a-una-joven-de-17-anos-y-luego-se-quito-la-vida-en-barranquilla/
https://www.elespectador.com/web/20241006063618/https://www.elespectador.com/deportes/mas-deportes/rebecca-cheptegei-murio-por-feminicidio-quien-era-rebecca-cheptegei/
https://www.elespectador.com/web/20241007132601/https://www.elespectador.com/deportes/mas-deportes/rebecca-cheptegei-murio-por-feminicidio-quien-era-rebecca-cheptegei/
https://www.elespectador.com/web/20241125203033/https://www.elespectador.com/opinion/columnistas/las-igualadas/no-estamos-todas-nos-faltan-745-mujeres-victimas-de-feminicidio-en-colombia/
https://www.elespectador.com/web/20241125214054/https://www.elespectador.com/opinion/columnistas/las-igualadas/no-estamos-todas-nos-faltan-745-mujeres-victimas-de-feminicidio-en-colombia/
