Errores
https://web.archive.org/web/20240102232040/https://www.elespectador.com/web/20240102233736/https://www.elespectador.com/justicia-inclusiva/exalcaldesa-de-bogota-claudia-lopez-entrego-jardin-de-la-memoria-a-victimas-de-violencia-de-genero/
https://web.archive.org/web/20240411232008/https://www.elespectador.com/web/20240411233913/https://www.elespectador.com/judicial/a-juicio-disciplinario-excomandante-de-policia-del-guaviare-por-acoso-sexual/
https://web.archive.org/web/20240520235116/https://www.elespectador.com/web/20240515011547/https://www.elespectador.com/bogota/feminicidios-de-estefania-e-ingrid-llamado-a-romper-el-peligroso-silencio-bogota-noticias-hoy/
https://web.archive.org/web/20240520235116/https://www.elespectador.com/web/20240515011547/https://www.elespectador.com/bogota/feminicidios-de-estefania-e-ingrid-llamado-a-romper-el-peligroso-silencio-bogota-noticias-hoy/#comments
https://web.archive.org/web/20240825082801/https://www.elespectador.com/web/20240825073737/https://www.elespectador.com/judicial/condenan-a-mas-de-20-anos-a-hombre-por-tentativa-de-feminicidio-en-barrancabermeja/
https://web.archive.org/web/20240826195433/https://www.elespectador.com/web/20240826165632/https://www.elespectador.com/judicial/condenan-a-mas-de-20-anos-a-hombre-por-tentativa-de-feminicidio-en-barrancabermeja/
https://web.archive.org/web/20240924235110/https://www.elespectador.com/web/20240925190443/https://www.elespectador.com/colombia/barranquilla/tendero-le-disparo-a-una-joven-de-17-anos-y-luego-se-quito-la-vida-en-barranquilla/
https://web.archive.org/web/20241005235830/https://www.elespectador.com/web/20241006063618/https://www.elespectador.com/deportes/mas-deportes/rebecca-cheptegei-murio-por-feminicidio-quien-era-rebecca-cheptegei/
https://web.archive.org/web/20241006234301/https://www.elespectador.com/web/20241007132601/https://www.elespectador.com/deportes/mas-deportes/rebecca-cheptegei-murio-por-feminicidio-quien-era-rebecca-cheptegei/
https://web.archive.org/web/20241130234756/https://www.elespectador.com/web/20241125203033/https://www.elespectador.com/opinion/columnistas/las-igualadas/no-estamos-todas-nos-faltan-745-mujeres-victimas-de-feminicidio-en-colombia/
https://web.archive.org/web/20241128205654/https://www.elespectador.com/web/20241125214054/https://www.elespectador.com/opinion/columnistas/las-igualadas/no-estamos-todas-nos-faltan-745-mujeres-victimas-de-feminicidio-en-colombia/
