Fecha,Enlace,Noticia,Ubicación
20190713180129,https://web.archive.org/web/20190713180129/https://www.elheraldo.co/mundo/condenan-22-anos-musico-argentino-por-abuso-sexual-de-menores-649248,,NO IDENTIFICADA
