Fecha,Enlace,Noticia,Ubicación
20190809233932,https://web.archive.org/web/20190809233932/https://www.elheraldo.co/colombia/absuelven-hermanos-uribe-noguera-por-encubrimiento-del-feminicidio-de-yuliana-samboni,,NO IDENTIFICADA
