Fecha,Enlace,Noticia,Ubicación
20170505135003,https://web.archive.org/web/20170505135003/https://www.elheraldo.co/region-caribe/policia-hace-llamado-para-no-compartir-en-whatsapp-video-de-abuso-sexual-nina-356771,,NO IDENTIFICADA
