Fecha,Enlace,Noticia,Ubicación
20191009070102,https://web.archive.org/web/20191009070102/https://www.elheraldo.co/judicial/capturan-hombre-que-habria-intentado-quemar-una-casa-con-ninos-adentro-en-soledad-671288,,NO IDENTIFICADA
