Fecha,Enlace,Noticia,Ubicación
20190712223311,https://web.archive.org/web/20190712223311/https://www.elheraldo.co/entretenimiento/arrestan-al-cantante-r-kelly-por-abuso-sexual-de-menores-649155,,NO IDENTIFICADA
