Errores
"Error loading: https://web.archive.org/web/20170112230042/https://www.elespectador.com/noticias/judicial/hrw-dice-los-sucesores-de-paramilitarismo-son-reales-articulo-674346 - Message: unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=135.0.7049.114)
Stacktrace:
	GetHandleVerifier [0x00007FF7AD244C25+3179557]
	(No symbol) [0x00007FF7ACEA88A0]
	(No symbol) [0x00007FF7ACD391CA]
	(No symbol) [0x00007FF7ACD35B57]
	(No symbol) [0x00007FF7ACD268E9]
	(No symbol) [0x00007FF7ACD28658]
	(No symbol) [0x00007FF7ACD26BF6]
	(No symbol) [0x00007FF7ACD26676]
	(No symbol) [0x00007FF7ACD2633A]
	(No symbol) [0x00007FF7ACD23EC2]
	(No symbol) [0x00007FF7ACD247AC]
	(No symbol) [0x00007FF7ACD3D01A]
	(No symbol) [0x00007FF7ACDE11AE]
	(No symbol) [0x00007FF7ACDB7C2A]
	(No symbol) [0x00007FF7ACDE02F3]
	(No symbol) [0x00007FF7ACDB7A03]
	(No symbol) [0x00007FF7ACD806D0]
	(No symbol) [0x00007FF7ACD81983]
	GetHandleVerifier [0x00007FF7AD2A67CD+3579853]
	GetHandleVerifier [0x00007FF7AD2BD1D2+3672530]
	GetHandleVerifier [0x00007FF7AD2B2153+3627347]
	GetHandleVerifier [0x00007FF7AD01092A+868650]
	(No symbol) [0x00007FF7ACEB2FFF]
	(No symbol) [0x00007FF7ACEAF4A4]
	(No symbol) [0x00007FF7ACEAF646]
	(No symbol) [0x00007FF7ACE9EAA9]
	BaseThreadInitThunk [0x00007FFFA8C8E8D7+23]
	RtlUserThreadStart [0x00007FFFA94714FC+44]
"
"Error loading: https://web.archive.org/web/20170114205716/https://www.elespectador.com/noticias/elmundo/abuela-mata-su-nieto-herencia-articulo-674744 - Message: unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=135.0.7049.114)
Stacktrace:
	GetHandleVerifier [0x00007FF7AD244C25+3179557]
	(No symbol) [0x00007FF7ACEA88A0]
	(No symbol) [0x00007FF7ACD391CA]
	(No symbol) [0x00007FF7ACD35B57]
	(No symbol) [0x00007FF7ACD268E9]
	(No symbol) [0x00007FF7ACD28658]
	(No symbol) [0x00007FF7ACD26BF6]
	(No symbol) [0x00007FF7ACD26676]
	(No symbol) [0x00007FF7ACD2633A]
	(No symbol) [0x00007FF7ACD23EC2]
	(No symbol) [0x00007FF7ACD247AC]
	(No symbol) [0x00007FF7ACD3D01A]
	(No symbol) [0x00007FF7ACDE11AE]
	(No symbol) [0x00007FF7ACDB7C2A]
	(No symbol) [0x00007FF7ACDE02F3]
	(No symbol) [0x00007FF7ACDB7A03]
	(No symbol) [0x00007FF7ACD806D0]
	(No symbol) [0x00007FF7ACD81983]
	GetHandleVerifier [0x00007FF7AD2A67CD+3579853]
	GetHandleVerifier [0x00007FF7AD2BD1D2+3672530]
	GetHandleVerifier [0x00007FF7AD2B2153+3627347]
	GetHandleVerifier [0x00007FF7AD01092A+868650]
	(No symbol) [0x00007FF7ACEB2FFF]
	(No symbol) [0x00007FF7ACEAF4A4]
	(No symbol) [0x00007FF7ACEAF646]
	(No symbol) [0x00007FF7ACE9EAA9]
	BaseThreadInitThunk [0x00007FFFA8C8E8D7+23]
	RtlUserThreadStart [0x00007FFFA94714FC+44]
"
"Error loading: https://web.archive.org/web/20170128235121/https://www.elespectador.com/tags/violencia-contra-mujer - Message: unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=135.0.7049.114)
Stacktrace:
	GetHandleVerifier [0x00007FF7AD244C25+3179557]
	(No symbol) [0x00007FF7ACEA88A0]
	(No symbol) [0x00007FF7ACD391CA]
	(No symbol) [0x00007FF7ACD35B57]
	(No symbol) [0x00007FF7ACD268E9]
	(No symbol) [0x00007FF7ACD28658]
	(No symbol) [0x00007FF7ACD26BF6]
	(No symbol) [0x00007FF7ACD26676]
	(No symbol) [0x00007FF7ACD2633A]
	(No symbol) [0x00007FF7ACD23EC2]
	(No symbol) [0x00007FF7ACD247AC]
	(No symbol) [0x00007FF7ACD3D01A]
	(No symbol) [0x00007FF7ACDE11AE]
	(No symbol) [0x00007FF7ACDB7C2A]
	(No symbol) [0x00007FF7ACDE02F3]
	(No symbol) [0x00007FF7ACDB7A03]
	(No symbol) [0x00007FF7ACD806D0]
	(No symbol) [0x00007FF7ACD81983]
	GetHandleVerifier [0x00007FF7AD2A67CD+3579853]
	GetHandleVerifier [0x00007FF7AD2BD1D2+3672530]
	GetHandleVerifier [0x00007FF7AD2B2153+3627347]
	GetHandleVerifier [0x00007FF7AD01092A+868650]
	(No symbol) [0x00007FF7ACEB2FFF]
	(No symbol) [0x00007FF7ACEAF4A4]
	(No symbol) [0x00007FF7ACEAF646]
	(No symbol) [0x00007FF7ACE9EAA9]
	BaseThreadInitThunk [0x00007FFFA8C8E8D7+23]
	RtlUserThreadStart [0x00007FFFA94714FC+44]
"
"Error loading: https://web.archive.org/web/20170127230220/https://www.elespectador.com/noticias/cultura/casey-affleck-del-anonimato-al-escandalo-articulo-676936 - Message: unknown error: net::ERR_CONNECTION_REFUSED
  (Session info: chrome=135.0.7049.114)
Stacktrace:
	GetHandleVerifier [0x00007FF7AD244C25+3179557]
	(No symbol) [0x00007FF7ACEA88A0]
	(No symbol) [0x00007FF7ACD391CA]
	(No symbol) [0x00007FF7ACD35B57]
	(No symbol) [0x00007FF7ACD268E9]
	(No symbol) [0x00007FF7ACD28658]
	(No symbol) [0x00007FF7ACD26BF6]
	(No symbol) [0x00007FF7ACD26676]
	(No symbol) [0x00007FF7ACD2633A]
	(No symbol) [0x00007FF7ACD23EC2]
	(No symbol) [0x00007FF7ACD247AC]
	(No symbol) [0x00007FF7ACD3D01A]
	(No symbol) [0x00007FF7ACDE11AE]
	(No symbol) [0x00007FF7ACDB7C2A]
	(No symbol) [0x00007FF7ACDE02F3]
	(No symbol) [0x00007FF7ACDB7A03]
	(No symbol) [0x00007FF7ACD806D0]
	(No symbol) [0x00007FF7ACD81983]
	GetHandleVerifier [0x00007FF7AD2A67CD+3579853]
	GetHandleVerifier [0x00007FF7AD2BD1D2+3672530]
	GetHandleVerifier [0x00007FF7AD2B2153+3627347]
	GetHandleVerifier [0x00007FF7AD01092A+868650]
	(No symbol) [0x00007FF7ACEB2FFF]
	(No symbol) [0x00007FF7ACEAF4A4]
	(No symbol) [0x00007FF7ACEAF646]
	(No symbol) [0x00007FF7ACE9EAA9]
	BaseThreadInitThunk [0x00007FFFA8C8E8D7+23]
	RtlUserThreadStart [0x00007FFFA94714FC+44]
"
No content: https://web.archive.org/web/20170128235121/https://www.elespectador.com/noticias/actualidad/vice/lucha-de-una-estudiante-de-javeriana-contra-el-abuso-se-articulo-676981
No content: https://web.archive.org/web/20170128235121/https://www.elespectador.com/noticias/actualidad/vice/abuso-sexual-universidades-de-colombia-un-enemigo-silen-articulo-677001
No content: https://web.archive.org/web/20170527121639/https://www.elespectador.com/vivir/ellas/la-violencia-sexual-nunca-se-supera-uno-aprende-manejar-el-dolor-jineth-bedoya-lima-articulo-695489
No content: https://web.archive.org/web/20171113075913/https://www.elespectador.com/noticias/paz/reconocer-violaciones-una-oportunidad-para-cambiar-i-articulo-722877
No content: https://web.archive.org/web/20171120120355/https://www.elespectador.com/noticias/paz/infancias-interrumpidas-por-la-violencia-sexual-articulo-724017
No content: https://web.archive.org/web/20171125103527/https://www.elespectador.com/opinion/las-ninas-tambien-son-mujeres-estoycontigo-columna-725018
