Fecha,Enlace,Noticia,Ubicación
20160420060820,https://web.archive.org/web/20160420060820/https://www.elheraldo.co/bolivar/11-capturados-en-bolivar-por-abuso-sexual-menores-255599,,NO IDENTIFICADA
