Fecha,Enlace,Noticia,Ubicación
20180909132058,https://web.archive.org/web/20180909132058/https://www.elheraldo.co/barranquilla/abuso-sexual-medicina-legal-atiende-54-casos-cada-mes-en-barranquilla-539870,,NO IDENTIFICADA
