Fecha,Enlace,Noticia,Ubicación
20171128224747,https://web.archive.org/web/20171128224747/https://www.elheraldo.co/la-guajira/icbf-cerro-26-de-los-38-casos-por-abuso-sexual-ninas-wayuu-en-la-guajira-429048,"La Fiscalía informó que pronto dará a conocer cómo va la investigación. De los 38 casos de abuso sexual a niñas wayuu que se conocieron en abril de 2016, el Instituto Colombiano de Bienestar Familiar  ha cerrado 26 de estos con el reintegro de las niñas y adolescentes a sus familias de origen, dado que los defensores de familia encontraron las condiciones como garantes de derechos. “En estos casos se hicieron las actuaciones pertinentes, brindando a las víctimas y a sus familias toda la intervención psicológica y orientación social requerida para cada caso. De igual manera, se adelantaron las acciones para la verificación de los demás derechos de las niñas tales como educación y salud, de tal forma que fueran garantizados”, afirmó el instituto en una comunicación enviada a EL HERALDO. La entidad informó que los otros 12 casos fueron remitidos a las Comisarías de Familia que por competencia territorial les correspondían. Según el ICBF además de las actuaciones de restablecimiento de derechos, en 22 de los 38 casos el ICBF interpuso las respectivas denuncias penales ante la Fiscalía General de la Nación. En otros 15 fueron interpuestas por las familia de las víctimas y en uno lo hizo la Fiscalía misma. En enero de este año la Fiscalía General de la Nación en La Guajira informó que había nueve capturados cuyos casos estaban en etapa de juzgamiento, a la espera de la respectiva condena, de acuerdo a los delitos por los cuales fueron acusados. En esa oportunidad anuncio  que capturaría a diez más de los implicados en estos hechos que se registraron entre los años 2014 y 2015. En ese entonces fueron capturados Yeison Rafael Acosta Valdés, imputado del delito de acto sexual abusivo; Rafael Epiayu, investigado por acto sexual y acceso carnal abusivo con menor de 14 años; Luciano Guevara, por acceso carnal violento agravado y acto sexual abusivo;  Mario Euderive Barros y Cristian Caleb González Freyle, por acto sexual abusivo y acceso carnal abusivo agravado con menor de 14 años. Sin embargo, el ente acusador no ha informado de más capturas e indicó que muy pronto estaría dando a conocer los avances en esta investigación que escandalizó a La Guajira.",NO IDENTIFICADA
