Fecha,Enlace,Noticia,Ubicación
20171126203638,https://web.archive.org/web/20171126203638/https://www.elheraldo.co/barranquilla/con-marcha-soledad-conmemora-el-dia-de-la-no-violencia-contra-la-mujer-427806,"Claudia Montalvo, presidenta de la Junta de Acción Comunal del barrio Villa Sol y quien se vistió de mariposa como símbolo de libertad en la mujer, aseguró que, ""todas las mujeres merecemos ser libres"". Con camisetas moradas, cánticos y pancartas que invitan a no maltratar, física o psicológicamente a la mujer, en el municipio de Soledad se realiza una marcha contra la violencia de género. Alba Olaya, primera dama del municipio resaltó que con esta marcha por el día internacional de la violencia contra la mujer, se busca generar un compromiso de mujer a mujer contra cualquier tipo de violencia. ""Queremos que desde la familia se comience a erradicar cualquier tipo de violencia intrafamiliar. Todas las mujeres que estamos hoy aquí estamos convencidas y empoderadas de la responsabilidad que como mujeres tenemos para hoy decir no más violencia"", indicó Olaya. Por su parte, Claudia Montalvo, presidenta de la Junta de Acción Comunal del barrio Villa Sol y quien se vistió de mariposa como símbolo de libertad en la mujer, aseguró que, ""todas las mujeres merecemos ser libres"".",Soledad
