Fecha,Enlace,Noticia,Ubicación
20170121041053,https://web.archive.org/web/20170121041053/https://www.elheraldo.co/mundo/cantante-de-rock-argentino-sera-procesado-por-abuso-sexual-en-menores-321604,,NO IDENTIFICADA
