Fecha,Enlace,Noticia,Ubicación
20200211002944,https://web.archive.org/web/20200211002944/https://www.elheraldo.co/mundo/fiscalia-de-mexico-propone-polemica-reforma-que-elimina-delito-de-feminicidio-700598,,NO IDENTIFICADA
