Fecha,Enlace,Noticia,Ubicación
20210310160832,https://web.archive.org/web/20210310160832/https://www.elheraldo.co/sociedad/crece-repudio-por-misoginia-contra-shakira-800143,"Como despreciables calificaron los ataques contra la artista por parte de hinchas del PSG, que juega contra el Barcelona de su pareja Gerard Piqué. La barranquillera Shakira fue víctima de pancartas misóginas por parte de las barras bravas del París Saint-Germain, que se enfrentará el próximo miércoles contra el Barcelona por los octavos de final de la Champions League, en el Parque de los Príncipes, en la capital francesa. Las pancartas fueron instaladas en varios puntos de la capital de Francia teniendo en cuenta que el equipo azulgrana donde milita Gerard Piqué, pareja de la cantautora, llegará este martes para jugar el decisivo duelo. En el encuentro de ida el PSG ganó 4 goles por 1 al equipo español. “Shakira a la Jonquera” se lee en los insultantes carteles, haciendo referencia a un municipio fronterizo entre España y Francia llamado Junquera, ubicado en Cataluña, y que es referenciado porque en él, al parecer se practica mucho la prostitución. La cuenta de Twitter de Paname Rebirth, que pertenece al sector Boulogne del Peque de los Príncipes, frente al sector Aeutevil, que acoge al colectivo Ultras París, fue el encargado de hacer circular las imágenes en las redes sociales. Las pancartas fueron instaladas en varios puntos de la capital de Francia teniendo en cuenta que el equipo azulgrana donde milita Gerard Piqué, pareja de la cantautora, llegó este martes para jugar el decisivo duelo. En el encuentro de ida el PSG ganó 4 goles por 1 al equipo español. Reacción de la prensa Los calificativos para la denigrante pancarta contra Shakira no bajaron de “despreciable”. El Mundo tituló: “Shakira, víctima de una pancarta machista de los ultras del rival del Barça”; Mundo Deportivo reseñó: “Despreciable pancarta machista de los ultras del PSG contra Shakira”; Antena 3 Noticias tituló: “La despreciable pancarta insultando a Shakira de los ultras del PSG antes del partido ante el Barcelona de Champions”; el Marca de España encabezó la noticia diciendo “Lamentable pancarta de los ultras del PSG contra Shakira”. Así muchos otros medios se solidarizaron con la barranquillera. De inmediato, los seguidores de la artista barranquillera salieron a defenderla en las redes sociales con diferentes mensajes que resaltan su profesionalismo y talento en la música. Uno de los hashtag o etiqueta es #respectshakira. Respuesta del PSG El equipo francés repudió las pancartas contra la artista en el diario francés LeParisien. “El PSG desaprueba de manera firme e inequívoca los mensajes”, informó el medio parisino. Ni Shakira ni Gerard Piqué se manifestaron al respecto sobre la situación provocada por los fanáticos del PSG. Mujeres alertan por incremento de los feminicidios y la violencia En Colombia La abogada Cristina Plazas Michelsen condenó el hecho diciendo: “Lo que le están haciendo a Shakira es inadmisible. Por eso reitero que el Día de la Mujer debe ser un espacio de reflexión y lucha por los derechos de las mujeres. No podemos celebrar mientras tantas siguen siendo violentadas”. Además, retó a los futbolistas a parar un partido y hacer respetar a Shakira y a todas las mujeres. Contra el Spanyol La intérprete de ‘Girl like me’ ya ha sido víctima en otras oportunidades de pancartas misóginas. En un duelo que disputaba el FC Barcelona contra el RCD Spanyol FC, en 2016, se pudo leer en una de las tribunas del estadio Cornellà-El Prat un mensaje contra su buen nombre. Posteriormente, en 2018, en otro encuentro contra el mismo equipo, los hinchas del blanquiazul le cantaron al jugador coros insultantes que fueron repudiados en las redes sociales. La Liga denunció dicho incidente y pidió que no se repitiera.",Cali
