Fecha,Enlace,Noticia,Ubicación
20160108004944,https://web.archive.org/web/20160108004944/https://www.elheraldo.co/columnas-de-opinion/acoso-sexual-y-la-lugenpresse-en-alemania-237224,,NO IDENTIFICADA
