Fecha,Enlace,Noticia,Ubicación
20200717233653,https://web.archive.org/web/20200717233653/https://www.elheraldo.co/columnas-de-opinion/nestor-rosania/violaciones-los-derechos-humanos-743078,"En Colombia, los derechos humanos se convirtieron en un saludo a la bandera por parte de todos los actores del conflicto armado. Históricamente, las Farc fueron violadoras constantes de los derechos humanos, al realizar acciones condenables que van desde el reclutamiento infantil forzado, la violencia sexual, el secuestro y la tortura, cabe recordar los campos de concentración donde en medio de alambres de púas y con cadenas al cuello torturaron a militares, policías y miles de colombianos durante años. A su vez, los paramilitares mostraron la peor cara de la guerra y del ser humano en masacres como la de El Salado o El Aro, los asesinatos con motosierra, la desaparición forzada, y entre otras múltiples prácticas de horror que utilizaban como modus operandi. Los narcotraficantes no se quedaron atrás al utilizar la tortura como forma habitual de ajuste de cuentas, y tristemente la Fuerza Pública también ha sido responsable -y no en casos aislados o de manzanas podridas de graves violaciones a los derechos humanos, falsos positivos, violencia sexual, entre otros, como lo ejemplifican los últimos hechos conocidos sobre la violación de una menor de edad en Risaralda por parte de siete soldados, o sobre la niña que fue presuntamente retenida durante 5 días en un batallón y violada por parte de varios militares, además de las escabrosas prácticas del DAS como máquina criminal aliada con el paramilitarismo y con carnet estatal, o las torturas de agentes de la Policía de esta semana a un presunto ladrón, solo por citar algunos ejemplos. Este escenario de contexto nos deja cinco reflexiones: Primero, Colombia es uno de los países más violentos del mundo y en donde más se violan los derechos humanos, el alto número de violaciones hizo que estas situaciones se convirtieran en paisaje cotidiano para los colombianos pues una noticia de terror va sepultando la anterior, y la dinámica nos convirtió en una sociedad insensible frente al horror. Segundo, los agentes del Estado hoy siguen violando gravemente los derechos humanos, por más de que se hagan cursos, capacitaciones y se les exija respeto en sus actuaciones, la pregunta es por qué esto no para. Tercero, la preocupante complacencia de amplios sectores de la sociedad civil, políticos y líderes de opinión frente a las violaciones a los derechos humanos, quienes justifican las acciones si el victimario es de izquierda, derecha o agente estatal; en esa línea es inconcebible ver cada vez que un agente del Estado viola los derechos humanos surgen pronunciamientos públicos que, en vez de condenar tales hechos, vociferan que las Farc o los paramilitares hacían lo mismo, cuando jamás se debe justificar ningún delito venga de donde venga. Cuarto, es alarmante el alto índice de impunidad frente a estos hechos pues, en un conflicto que ha visto todo tipo de violencia, las sentencias condenatorias son ínfimas frente al número de hechos y la gravedad de los mismos, lo cual es preocupante porque la impunidad es el mayor aliciente a la repetición del delito. Quinto, la estigmatización y persecución de los defensores de derechos humanos por sectores políticos y grupos de armados, como por ejemplo los pronunciamientos del ex ministro de defensa Juan Carlos Pinzón en contra de los miembros de la Comisión de la Verdad, o los de la Fiscalía en cabeza de Francisco Barbosa en contra de los egresados de la Universidad Nacional de Colombia. Es necesario que nosotros los ciudadanos seamos los primeros en defender y respetar los derechos humanos, sin más estigmatizaciones ni saludos a la bandera, pues el respeto por la dignidad de todas las personas es uno de los valores reales de la democracia. El artista que subió al escenario y encontró sus gradas a medio ocupar se preparó para cantar a recinto lleno. El futbolista que vistió por primera vez la camiseta del equipo en el que soñó jugar imaginó sus brazos arriba celebran Ya estamos en el 2021 y en la mente de muchos esta la idea querer iniciar el año con su pareja de una mejor forma, disfrutando y pasando tiempo de calidad. Recuerde que dos personas infelices no pueden conformar una pareja feliz. Hacer El capitalismo colombiano es uno de los más tacaños del planeta. Y esa tacañería se expresa en los miserables reajustes al salario mínimo. Los líderes sindicales siempre patalean inútilmente, pues al final termina imponiéndose lo que decre Observando el panorama nacional, señor presidente Iván Duque, es fácil percibir que muchas de sus promesas de campaña se vienen cumpliendo, podríamos decir que en un tiempo récord. Como en esta columna no pretendemos adularlo ni lisonjearlo El artista que subió al escenario y encontró sus gradas a medio ocupar se preparó para cantar a recinto lleno. El futbolista que vistió por primera vez la camiseta del equipo en el que soñó jugar imaginó sus brazos arriba celebran Ya estamos en el 2021 y en la mente de muchos esta la idea querer iniciar el año con su pareja de una mejor forma, disfrutando y pasando tiempo de calidad. Recuerde que dos personas infelices no pueden conformar una pareja feliz. Hacer El capitalismo colombiano es uno de los más tacaños del planeta. Y esa tacañería se expresa en los miserables reajustes al salario mínimo. Los líderes sindicales siempre patalean inútilmente, pues al final termina imponiéndose lo que decre Observando el panorama nacional, señor presidente Iván Duque, es fácil percibir que muchas de sus promesas de campaña se vienen cumpliendo, podríamos decir que en un tiempo récord. Como en esta columna no pretendemos adularlo ni lisonjearlo",Cali
