Fecha,Enlace,Noticia,Ubicación
20171102001342,https://web.archive.org/web/20171102001342/https://www.elheraldo.co/entretenimiento/dustin-hoffman-acusado-de-acoso-sexual-418166,,NO IDENTIFICADA
