Fecha,Enlace,Noticia,Ubicación
20180520065614,https://web.archive.org/web/20180520065614/https://www.elheraldo.co/entretenimiento/actores-acusan-jared-leto-por-acoso-sexual-menores-496438,,NO IDENTIFICADA
