Fecha,Enlace,Noticia,Ubicación
20170211185825,https://web.archive.org/web/20170211185825/https://www.elheraldo.co/colombia/violaciones-libertad-de-prensa-aumentaron-en-47-327764,,NO IDENTIFICADA
