ID_noticia;fecha;diario;país;ubicacion_noticia;enlace;abuso sexual;pretensiones sexuales;acoso sexual;acoso callejero;agresion sexual;ciberviolencia;feminicidio;grooming;explotacion sexual;matrimonio forzado;mutilacion genital;sumision quimica;trata de mujeres;discriminacion femenina;violencia machista;machismo;violacion;violaciones;violencia bajo el efecto de sustancias;violencia de genero;violencia digital;violencia domestica;violencia familiar;violencia intrafamiliar;violencia economica;violencia vicaria;violencia psicologica;violencia sexual;violencia sobre la salud sexual y reproductiva;misoginia;asesinatos de mujeres;asesinadas;dominacion masculina;techo de cristal;violencia contra la mujer;violencia docente;violencia en la comunidad;violencia fisica;violencia institucional;violencia laboral;violencia patrimonial;discriminacion contra la mujer;estupro;hostigamiento sexual;microagresiones;sexismo;violencia simbolica;acoso laboral;acceso carnal violento;acto sexual violento;induccion a la prostitucion;constrenimiento a la prostitucion;violencia sexual cibernetica;pornografia;aborto forzado;acto de naturaleza sexual;analisis de genero;ciberacoso;ciberhostigamiento;consentimiento;crimenes por motivo de genero;crimenes sexuales;cultura de violacion;doxing;embarazo forzado;esclavitud sexual;esterilizacion forzada;genero;matrimonio infantil;mendicidad;mutilacion genital femenina;perspectiva de genero;revenge porn;servidumbre;servidumbre por deudas;victima;sobreviviente;violencia emocional;violencia estructural;violencia obstetrica
COL_20230924160536_31;24/09/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20230924160536/https://www.elheraldo.co/colombia/hombre-de-28-anos-mato-su-mama-de-32-punaladas-en-bucaramanga-1035935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20230927232607_32;27/09/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20230927232607/https://www.elheraldo.co/politica/conservadores-radican-proyecto-de-ley-que-actualiza-legislacion-de-violencia-sexual-digital;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;5;5;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
COL_20230927232607_33;27/09/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20230927232607/https://www.elheraldo.co/politica/pasa-primer-debate-proyecto-que-busca-proteger-hijos-de-victimas-de-feminicidio-1036799;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0
COL_20231004163551_34;4/10/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231004163551/https://www.elheraldo.co/editoriales/editorial-la-barbarie-de-la-violencia-sexual-en-el-conflicto-ante-la-jep-1038577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;4;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;8;0;0;0;0;0;1;0;6;1;0;0;0
COL_20231005065347_35;5/10/2023;elheraldo;Colombia;Cesar, Valledupar;https://web.archive.org/web/20231005065347/https://www.elheraldo.co/cesar/cesar-ofrecen-recompensa-de-5-millones-por-informacion-sobre-feminicidio-en-valledupar-1038857;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
COL_20231007093532_36;7/10/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231007093532/https://www.elheraldo.co/cordoba/patrullera-de-la-metropolitana-de-monteria-denuncia-acoso-sexual-y-laboral-1039375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20231013233825_37;13/10/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231013233825/https://www.elheraldo.co/colombia/feminicidios-en-colombia-van-118-entre-enero-y-julio-de-2023-segun-la-fiscalia-1041097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20231115235100_38;15/11/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231115235100/https://www.elheraldo.co/colombia/procuraduria-pide-jep-investigar-violaciones-contra-mujeres-indigenas-1048611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20231116234428_39;16/11/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231116234428/https://www.elheraldo.co/sucre/sucre-capturan-un-presunto-abusador-sexual-1048889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20231210231320_40;10/12/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231210231320/https://www.elheraldo.co/judicial/feminicidio-en-barranquilla-hombre-mata-cuchillo-su-pareja-sentimental-1054101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20231210231320_41;10/12/2023;elheraldo;Colombia;Cauca, La Sierra;https://web.archive.org/web/20231210231320/https://www.elheraldo.co/judicial/identifican-victima-de-feminicidio-en-el-barrio-la-sierra-su-agresor-fue-capturado-1054109;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
COL_20231215235053_42;15/12/2023;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20231215235053/https://www.elheraldo.co/colombia/fiscalia-judicializa-tres-hombres-acusados-de-violencia-intrafamiliar-en-cali-1055361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20231229235948_43;29/12/2023;elheraldo;Mexico;Internacional;https://web.archive.org/web/20231229235948/https://www.elheraldo.co/sociedad/gloria-trevi-contrademanda-su-exmanager-sergio-andrade-por-presunto-abuso-sexual-1058703;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
COL_20240107235224_0;7/01/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240107235224/https://www.elheraldo.co/colombia/mintrabajo-iniciara-investigacion-contra-carlos-moreno-de-caro-por-presunto-acoso-laboral-y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
COL_20240115234329_1;15/01/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240115234329/https://www.elheraldo.co/colombia/colombia-asumio-presidencia-de-la-alianza-internacional-para-prevenir-la-violencia-sexual;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;7;0;1;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;5;0;0;0
COL_20240117235059_2;17/01/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240117235059/https://www.elheraldo.co/judicial/capturan-profesor-de-equipo-de-futbol-por-supuesto-acceso-carnal-violento-1063179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
COL_20240120235128_3;20/01/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240120235128/https://www.elheraldo.co/colombia/caso-hollman-morris-procuraduria-recopilo-informacion-por-acoso-laboral-1064075;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
COL_20240122235238_4;22/01/2024;elheraldo;Cuba;Internacional;https://web.archive.org/web/20240122235238/https://www.elheraldo.co/colombia/jose-felix-lafaurie-presidente-de-fedegan-denuncia-que-onu-recibio-170-violaciones-de-cese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
COL_20240131235917_5;31/01/2024;elheraldo;Mexico;Internacional;https://web.archive.org/web/20240131235917/https://www.elheraldo.co/colombia/feminicidio-de-isabella-mesa-sanchez-fiscalia-revela-nuevos-detalles-macabros-del-caso-las;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
COL_20240208235927_6;8/02/2024;elheraldo;Venezuela;Internacional;https://web.archive.org/web/20240208235927/https://www.elheraldo.co/cesar/dos-menores-de-edad-fueron-aprehendidos-por-presunto-abuso-sexual-y-hurto-1069345;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
COL_20240215235102_7;15/02/2024;elheraldo;Colombia;Atlántico, Barranquilla;https://web.archive.org/web/20240215235102/https://www.elheraldo.co/editoriales/el-editorial-violencia-machista-cuando-las-mujeres-son-invisibles-1070721;0;0;0;0;0;0;8;0;0;0;0;0;0;0;2;4;4;4;0;1;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;5;0;0;0;0
COL_20240215235102_8;15/02/2024;elheraldo;Colombia;Cundinamarca, Sin especificar municipio;https://web.archive.org/web/20240215235102/https://www.elheraldo.co/colombia/defensoria-del-pueblo-rechaza-recientes-casos-de-presuntos-feminicidios-1070673;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
COL_20240220231943_9;20/02/2024;elheraldo;Colombia;Valle del Cauca, Cali;https://web.archive.org/web/20240220231943/https://www.elheraldo.co/colombia/gloria-fernanda-mora-auxiliar-de-policia-en-cali-fue-condecorada-tras-su-acto-de-heroismo;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0
COL_20240223235236_10;23/02/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240223235236/https://www.elheraldo.co/colombia/denuncian-ante-la-fiscalia-colpensiones-por-archivar-irregularmente-queja-de-acoso-laboral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
COL_20240228234458_11;28/02/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240228234458/https://www.elheraldo.co/deportes/en-el-arbitraje-colombiano-hay-corrupcion-y-acoso-sexual-harold-perilla-1074221;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0
COL_20240308235052_12;8/03/2024;elheraldo;Colombia;Antioquia, Sabanalarga;https://web.archive.org/web/20240308235052/https://www.elheraldo.co/judicial/la-muerte-de-lorena-patricia-en-usiacuri-un-caso-que-estremece-al-pesebre-del-atlantico;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0
COL_20240308235052_13;8/03/2024;elheraldo;Colombia;Cundinamarca, Sin especificar municipio;https://web.archive.org/web/20240308235052/https://www.elheraldo.co/colombia/dia-de-la-mujer-8-de-marzo-el-feminicidio-y-una-ley-que-no-salva-vidas-en-colombia-1076779;2;0;0;0;0;0;24;0;0;0;0;0;0;0;1;1;28;28;0;6;0;0;0;1;0;0;1;2;0;1;1;5;0;0;5;0;0;1;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;19;0;0;0;0;0;0;0;10;11;0;1;0
COL_20240308235052_14;8/03/2024;elheraldo;Argentina;Internacional;https://web.archive.org/web/20240308235052/https://www.elheraldo.co/deportes/cuatro-futbolistas-del-velez-denunciados-por-presunto-abuso-sexual-una-mujer-de-24-anos;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0
COL_20240312232755_15;12/03/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240312232755/https://www.elheraldo.co/sociedad/roman-polanski-sera-juzgado-por-violacion-en-un-tribunal-de-los-angeles-en-agosto-de-2025;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
COL_20240323233232_16;23/03/2024;elheraldo;Colombia;Cesar, Chiriguana;https://web.archive.org/web/20240323233232/https://www.elheraldo.co/cesar/personero-municipal-de-chiriguana-es-senalado-de-abuso-sexual-1080911;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
COL_20240324234145_17;24/03/2024;elheraldo;Colombia;Atlántico, Barranquilla;https://web.archive.org/web/20240324234145/https://www.elheraldo.co/judicial/sicariato-contra-la-mujer-por-que-incluirlos-como-feminicidios-1081415;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;10;10;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;3;0;0;0
COL_20240330235121_18;30/03/2024;elheraldo;Colombia;Atlántico, Sabanagrande;https://web.archive.org/web/20240330235121/https://www.elheraldo.co/judicial/mujer-hallada-en-sabanagrande-habria-sido-victima-de-feminicidio-1081747;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0
COL_20240418233242_19;18/04/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240418233242/https://www.elheraldo.co/columnas-de-opinion/orlando-caballero-diaz/alarmante-feminicidio-columna-de-orlando-caballero;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
COL_20240423235217_20;23/04/2024;elheraldo;Colombia;Atlántico, Luruaco;https://web.archive.org/web/20240423235217/https://www.elheraldo.co/judicial/alerta-por-obstaculos-en-atencion-de-patrullera-que-denuncio-abuso-sexual-1088541;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;3;0;0;0
COL_20240423235217_21;23/04/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240423235217/https://www.elheraldo.co/judicial/policia-del-atlantico-abre-investigacion-por-supuesto-caso-de-abuso-sexual-en-estacion-de;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0
COL_20240423235217_22;23/04/2024;elheraldo;Colombia;Cesar, Valledupar;https://web.archive.org/web/20240423235217/https://www.elheraldo.co/cesar/cesar-conductor-fue-capturado-por-un-presunto-abuso-sexual-en-valledupar-1088713;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20240428235928_23;28/04/2024;elheraldo;Panama;Internacional;https://web.archive.org/web/20240428235928/https://www.elheraldo.co/judicial/la-policia-metropolitana-de-barranquilla-capturo-hombre-de-63-anos-por-violencia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
COL_20240430133558_24;30/04/2024;elheraldo;Colombia;Cesar, La Paz;https://web.archive.org/web/20240430133558/https://www.elheraldo.co/cesar/enfermera-fue-victima-de-abuso-sexual-y-agresion-fisica-en-cesar-1090395;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
COL_20240513235530_25;13/05/2024;elheraldo;Colombia;Valle Del Cauca, Sin especificar municipio;https://web.archive.org/web/20240513235530/https://www.elheraldo.co/colombia/preocupante-cifra-casi-200-funcionarios-de-colegios-estan-envueltos-en-casos-de-abuso;3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
COL_20240513235530_26;13/05/2024;elheraldo;Colombia;Cundinamarca, Soacha;https://web.archive.org/web/20240513235530/https://www.elheraldo.co/colombia/mujer-habria-sido-victima-de-feminicidio-en-soacha-l-este-es-el-caso-1094033;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
COL_20240523234523_27;23/05/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240523234523/https://www.elheraldo.co/sociedad/ruben-blades-revela-que-trabaja-en-un-tema-musical-sobre-el-abuso-sexual-infantil-1096607;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
COL_20240525233758_28;25/05/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240525233758/https://www.elheraldo.co/atlantico/abuso-sexual-en-entornos-escolares-una-problematica-que-va-en-aumento-1097207;6;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;2;0;0;0
COL_20240526235154_29;26/05/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240526235154/https://www.elheraldo.co/columnas-de-opinion/margarita-cabello-blanco/frente-la-violencia-sexual-un-llamado-la-accion-1097205;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;1;0;0;0
COL_20240528233722_30;28/05/2024;elheraldo;Internacional;Internacional;https://web.archive.org/web/20240528233722/https://www.elheraldo.co/entretenimiento/detras-de-la-trend-ana-del-castillo-su-polemico-vestido-y-los-estragos-de-la;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COL_20240530235902_31;30/05/2024;elheraldo;Colombia;Atlántico, Malambo;https://web.archive.org/web/20240530235902/https://www.elheraldo.co/colombia/feminicidio-de-estefanny-barranco-oquendo-en-el-centro-comercial-santa-fe-procuradora;1;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0
COL_20240531235609_32;31/05/2024;elheraldo;Colombia;Antioquia, Sin especificar municipio;https://web.archive.org/web/20240531235609/https://www.elheraldo.co/colombia/gobierno-firma-ley-que-elimina-beneficios-penales-para-implicados-en-feminicidio-1098787;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0
COL_20240531235609_33;31/05/2024;elheraldo;Colombia;Colombia (ubicación no especificada);https://web.archive.org/web/20240531235609/https://www.elheraldo.co/colombia/victima-de-feminicidio-en-suba-se-conocen-nuevos-detalles-del-caso-1098741;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0
